GoodsID,Name,Weight,Quantity,Category,Price
57,Bike,290,38310,Vehicle,1500
58,Speaker,165,6354,Books,801
59,Water Filter,156,46179,Stationery,1211
60,Watch,139,2374,Cosmetics,1755
61,Bike,268,800,Cosmetics,658
62,Coffee Maker,343,10275,Sports Equipment,1521
63,Bike,445,30724,Stationery,12
64,Sneakers,86,11795,Food,1923
65,Kettle,462,6400,Vehicle,1781
66,TV,282,41641,Vehicle,1794
67,Earbuds,105,7485,Books,1189
68,Coffee Maker,479,40333,Books,838
69,Speaker,339,11665,Vehicle,1645
70,Headphones,63,7592,Stationery,17
71,Shirt,484,39338,Vehicle,861
72,Gaming Mouse,439,42078,Health,1184
73,TV,271,36384,Cosmetics,560
74,Bike,139,48607,Food,1488
75,Coffee Maker,283,23125,Toys,1221
76,Headphones,155,4765,Home Appliances,1405
77,Lamp,270,17652,Food,728
78,Shirt,256,23502,Cosmetics,1519
79,Bike,112,28627,Electronics,12
80,Watch,144,14154,Health,1837
81,Vacuum Cleaner,198,4816,Health,1722
82,Blender,429,4372,Cosmetics,1814
83,Oven,238,39881,Home Appliances,1592
84,Sneakers,462,36366,Home Appliances,1172
85,Smartwatch,105,28700,Food,786
86,Coffee Maker,339,31832,Sports Equipment,876
87,Vacuum Cleaner,256,38268,Vehicle,591
88,TV,305,37882,Cosmetics,1494
89,Vacuum Cleaner,303,31273,Cosmetics,510
90,Mask,293,800,Vehicle,436
91,Gaming Mouse,129,7485,Health,589
92,Kettle,51,28460,Fashion,953
93,Shirt,63,39611,Books,836
94,Sneakers,436,32754,Electronics,1249
95,Bike,220,4519,Toys,699
96,Sneakers,154,23125,Home Appliances,1159
97,Oven,310,25039,Sports Equipment,336
98,Kettle,126,19423,Cosmetics,324
99,Charger,85,48000,Stationery,1532
100,Earbuds,460,12810,Health,1693
101,Earbuds,68,18831,Stationery,1340
102,Vacuum Cleaner,91,4397,Cosmetics,1131
103,Watch,461,14617,Stationery,1727
104,Kettle,399,23502,Vehicle,1037
105,Vacuum Cleaner,404,37882,Cosmetics,1750
106,TV,439,20522,Toys,1176
107,Gaming Mouse,123,6520,Stationery,1505
108,Speaker,254,49877,Cosmetics,679
109,Watch,257,18629,Home Appliances,717
110,Smartwatch,267,10275,Books,570
111,Mask,173,47163,Electronics,1533
112,Vacuum Cleaner,420,25177,Health,1829
113,Gaming Mouse,492,33043,Sports Equipment,1654
114,Mask,125,41922,Fashion,215
115,Kettle,115,27194,Health,128
116,TV,242,15287,Electronics,1893
117,Shirt,108,9066,Books,778
118,Water Filter,198,36842,Sports Equipment,1172
119,Gaming Mouse,490,10997,Vehicle,1759
120,Oven,220,20994,Toys,155
121,Earbuds,439,27533,Home Appliances,964
122,Sneakers,343,25177,Fashion,383
123,Blender,485,31407,Food,589
124,Vacuum Cleaner,429,8158,Toys,754
125,TV,214,15396,Vehicle,1608
126,Oven,365,33043,Books,1934
127,Water Filter,276,10876,Food,1792
128,Charger,395,43625,Vehicle,1792
129,Monitor,112,27786,Stationery,1097
130,Sneakers,355,7788,Vehicle,1037
131,Vacuum Cleaner,484,23045,Fashion,1268
132,Mask,108,3266,Stationery,1358
133,Oven,391,22238,Stationery,17
134,Charger,222,20701,Cosmetics,232
135,Charger,303,11665,Sports Equipment,1520
136,Mask,113,8478,Electronics,1708
137,Speaker,339,48850,Vehicle,897
138,Oven,70,28764,Vehicle,1529
139,Monitor,115,36657,Toys,1727
140,Coffee Maker,492,20994,Sports Equipment,941
141,Kettle,414,36920,Vehicle,1564
142,Shirt,218,35259,Sports Equipment,1269
143,Smartwatch,426,20839,Electronics,1274
144,Bike,395,5799,Home Appliances,1247
145,Watch,168,39235,Home Appliances,1227
146,Water Filter,273,7140,Stationery,408
147,Oven,170,3779,Food,53
148,Headphones,112,38913,Health,1533
149,Smartwatch,145,18647,Fashion,196
150,Sneakers,282,37298,Vehicle,406
151,Gaming Mouse,353,9447,Home Appliances,1116
152,Sneakers,233,13804,Electronics,372
153,Gaming Mouse,85,7204,Books,1522
154,Kettle,339,15963,Electronics,930
155,Earbuds,418,11398,Home Appliances,1737
156,Kettle,305,28886,Electronics,1841
157,Sneakers,218,10326,Toys,322
158,Lamp,391,44038,Cosmetics,1962
159,Blender,255,600,Food,1653
160,Shirt,415,12409,Food,470
161,Blender,399,8158,Fashion,1190
162,Monitor,308,38605,Sports Equipment,1197
163,Speaker,395,13804,Fashion,164
164,Monitor,323,11795,Food,1046
165,Water Filter,283,36384,Food,847
166,Coffee Maker,365,315,Toys,394
167,Gaming Mouse,465,34127,Sports Equipment,790
168,Watch,499,38913,Food,1448
169,Blender,432,47758,Sports Equipment,840
170,Gaming Mouse,198,37860,Books,1181
171,Air Purifier,316,6001,Cosmetics,1128
172,Mask,82,22159,Health,955
173,Gaming Mouse,419,47163,Cosmetics,319
174,Shirt,346,40605,Vehicle,645
175,Speaker,481,39611,Toys,800
176,Sneakers,123,20226,Food,1044
177,Shirt,391,40333,Home Appliances,786
178,Headphones,441,17652,Health,815
179,Speaker,471,6374,Health,1189
180,Smartwatch,63,13804,Books,813
181,Sneakers,305,27373,Home Appliances,995
182,Sneakers,339,28627,Food,573
183,Bike,220,20318,Home Appliances,1079
184,Watch,461,36071,Sports Equipment,287
185,Smartwatch,229,35648,Sports Equipment,1433
186,Lamp,71,24415,Electronics,1381
187,Air Purifier,472,29071,Home Appliances,1202
188,Water Filter,229,27490,Electronics,1376
189,TV,71,6190,Fashion,389
190,Charger,256,27533,Books,965
191,Shirt,451,1701,Sports Equipment,1048
192,Sneakers,198,10704,Electronics,1002
193,Watch,386,37974,Sports Equipment,1913
194,Speaker,364,47539,Food,944
195,Shirt,238,315,Home Appliances,1431
196,TV,485,19423,Health,788
197,Shirt,381,7204,Food,1345
198,TV,375,43956,Books,1789
199,Gaming Mouse,320,47163,Vehicle,1312
200,Kettle,70,18703,Health,1700
201,Vacuum Cleaner,374,47843,Health,948
202,Water Filter,81,26411,Sports Equipment,1475
203,Kettle,173,44677,Stationery,1145
204,Shirt,105,19352,Sports Equipment,1530
205,Lamp,97,44068,Sports Equipment,359
206,Water Filter,447,24240,Books,1627
207,Coffee Maker,200,41641,Vehicle,1512
208,Shirt,461,39881,Home Appliances,959
209,Charger,105,8716,Vehicle,1367
210,Shirt,271,12868,Vehicle,1807
211,Coffee Maker,82,38262,Home Appliances,252
212,Lamp,87,13874,Stationery,1161
213,Smartwatch,156,37943,Books,1578
214,Kettle,423,3779,Vehicle,1145
215,Headphones,451,22238,Books,976
216,Watch,198,7204,Stationery,1446
217,Mask,226,315,Home Appliances,301
218,Coffee Maker,311,315,Home Appliances,1342
219,Water Filter,184,39370,Cosmetics,1841
220,Oven,326,10183,Cosmetics,1607
221,Earbuds,305,28941,Cosmetics,740
222,Headphones,353,22277,Vehicle,1333
223,Sneakers,78,7456,Home Appliances,1150
224,Air Purifier,205,16734,Books,1462
225,Shirt,93,41641,Home Appliances,1078
226,Air Purifier,311,43080,Fashion,211
227,Mask,105,36920,Fashion,380
228,Coffee Maker,396,5051,Food,931
229,Headphones,263,23125,Home Appliances,871
230,Bike,472,46734,Home Appliances,930
231,Blender,276,11665,Electronics,1702
232,Vacuum Cleaner,342,34664,Toys,1468
233,Smartwatch,194,41315,Vehicle,1085
234,Gaming Mouse,340,33359,Stationery,1852
235,Charger,59,33128,Books,1705
236,Bike,300,47163,Food,879
237,Gaming Mouse,401,18622,Toys,448
238,Earbuds,94,24584,Books,572
239,Shirt,354,46315,Food,1028
240,Shirt,263,18366,Electronics,1110
241,Blender,111,36384,Toys,518
242,Shirt,218,10692,Home Appliances,327
243,Smartwatch,315,49110,Stationery,1140
244,Monitor,218,49241,Toys,1779
245,Watch,360,39611,Books,1362
246,Vacuum Cleaner,90,11795,Stationery,508
247,Charger,291,14949,Health,612
248,Lamp,426,19764,Cosmetics,1902
249,Water Filter,196,41797,Health,1080
250,Watch,438,35199,Fashion,155
251,Water Filter,107,37702,Cosmetics,1880
252,TV,476,21614,Stationery,1023
253,Air Purifier,391,20701,Health,100
254,Kettle,377,48600,Fashion,491
255,Gaming Mouse,412,34766,Food,752
256,Charger,167,1528,Cosmetics,421
257,Shirt,348,49004,Cosmetics,989
258,Sneakers,358,28764,Health,203
259,Watch,447,13747,Sports Equipment,680
260,Charger,290,39881,Toys,1276
261,Headphones,412,33110,Sports Equipment,1102
262,Bike,462,8286,Stationery,79
263,Air Purifier,126,34766,Cosmetics,37
264,Earbuds,411,21039,Stationery,1796
265,Shirt,280,15025,Cosmetics,273
266,Gaming Mouse,170,36690,Toys,299
267,Lamp,246,48772,Cosmetics,687
268,Smartwatch,382,14617,Fashion,1724
269,Vacuum Cleaner,357,1507,Cosmetics,1782
270,Water Filter,158,15025,Vehicle,1906
271,Speaker,311,38006,Food,1332
272,Headphones,238,6354,Home Appliances,180
273,Earbuds,197,25177,Toys,1553
274,Earbuds,366,28941,Toys,1425
275,TV,282,48344,Fashion,1081
276,Monitor,313,46233,Cosmetics,1401
277,Speaker,198,10326,Electronics,514
278,Lamp,167,18871,Fashion,1342
279,TV,451,34472,Sports Equipment,97
280,Smartwatch,80,6400,Home Appliances,441
281,Bike,78,12868,Food,364
282,Blender,326,4029,Food,840
283,Oven,462,2374,Stationery,1798
284,Water Filter,269,29071,Health,1406
285,Sneakers,218,23502,Food,305
286,TV,85,10763,Cosmetics,1892
287,Vacuum Cleaner,133,8716,Stationery,102
288,Mask,219,36920,Electronics,1504
289,Gaming Mouse,375,32089,Toys,205
290,Shirt,363,19684,Electronics,348
291,Bike,242,45837,Books,1325
292,Vacuum Cleaner,461,37611,Vehicle,1890
293,Watch,472,3345,Home Appliances,653
294,Speaker,357,38364,Health,348
295,Speaker,386,6519,Stationery,835
296,Headphones,71,37198,Stationery,457
297,Watch,218,5020,Home Appliances,519
298,Oven,236,46750,Food,1720
299,Coffee Maker,63,46751,Vehicle,340
300,Air Purifier,186,19639,Sports Equipment,829
301,Gaming Mouse,365,46404,Home Appliances,1817
302,Speaker,396,8823,Stationery,1410
303,Headphones,186,12182,Cosmetics,658
304,Headphones,105,1696,Fashion,1910
305,Oven,91,26033,Toys,1076
306,Water Filter,457,46065,Cosmetics,1511
307,TV,218,10876,Stationery,1979
308,Sneakers,339,48607,Electronics,82
309,Headphones,134,21504,Vehicle,1970
310,TV,65,18647,Sports Equipment,499
311,Earbuds,493,30922,Health,1953
312,Vacuum Cleaner,257,29272,Home Appliances,1148
313,Speaker,272,48607,Books,1905
314,Blender,168,34472,Toys,139
315,Water Filter,194,32595,Books,1568
316,Water Filter,342,914,Health,470
317,Earbuds,112,26588,Sports Equipment,167
318,Oven,155,9490,Fashion,1928
319,Charger,233,36665,Toys,1810
320,Headphones,85,6374,Stationery,1164
321,Water Filter,374,36657,Toys,1015
322,Watch,391,21504,Health,1920
323,Oven,173,12812,Fashion,763
324,Shirt,438,34472,Stationery,142
325,Earbuds,438,46750,Electronics,1218
326,TV,154,4050,Toys,237
327,Gaming Mouse,461,39499,Books,695
328,Mask,343,37224,Toys,173
329,Shirt,267,34127,Electronics,764
330,Blender,234,30922,Stationery,751
331,Water Filter,485,20868,Fashion,957
332,Kettle,439,48772,Cosmetics,533
333,Lamp,303,26079,Books,1845
334,Speaker,278,116,Home Appliances,1589
335,Watch,186,25038,Food,848
336,Headphones,125,18443,Sports Equipment,761
337,Watch,75,7623,Home Appliances,97
338,Charger,246,28882,Sports Equipment,895
339,Smartwatch,485,315,Food,1861
340,Shirt,415,23221,Vehicle,1223
341,Earbuds,401,27633,Electronics,1605
342,Lamp,145,20226,Toys,1556
343,Monitor,420,48179,Toys,31
344,TV,409,38879,Health,1805
345,Speaker,145,28842,Toys,1955
346,TV,420,39499,Electronics,751
347,Blender,370,44892,Stationery,1281
348,Speaker,267,3266,Sports Equipment,903
349,Gaming Mouse,92,1507,Stationery,969
350,Coffee Maker,344,10058,Cosmetics,1295
351,Water Filter,377,34664,Vehicle,446
352,Sneakers,76,3028,Food,1397
353,Lamp,382,5629,Sports Equipment,601
354,Water Filter,117,30739,Electronics,1139
355,Headphones,293,22277,Health,884
356,Mask,107,46156,Books,617
357,Coffee Maker,471,37872,Health,970
358,Shirt,312,5384,Books,925
359,Shirt,359,28764,Home Appliances,1128
360,Monitor,113,5097,Home Appliances,1405
361,Charger,279,27151,Electronics,1541
362,Gaming Mouse,66,25039,Food,1576
363,Kettle,378,7140,Fashion,83
364,TV,339,30033,Fashion,878
365,Monitor,146,9172,Stationery,186
366,Kettle,282,4634,Stationery,863
367,Vacuum Cleaner,358,21614,Food,1344
368,Smartwatch,448,14154,Health,860
369,Lamp,115,27510,Fashion,615
370,Watch,210,10275,Vehicle,387
371,Watch,146,37285,Sports Equipment,1510
372,Watch,472,43956,Books,1103
373,Bike,343,34703,Food,959
374,Charger,412,48344,Sports Equipment,772
375,Lamp,387,4150,Fashion,779
376,Smartwatch,459,47894,Health,339
377,Bike,173,48216,Home Appliances,1182
378,Gaming Mouse,451,25822,Toys,1780
379,Lamp,353,600,Sports Equipment,1326
380,TV,455,39881,Fashion,1536
381,Earbuds,107,9898,Stationery,874
382,Gaming Mouse,260,4765,Sports Equipment,1838
383,Headphones,472,2199,Stationery,929
384,Watch,335,4372,Cosmetics,1198
385,Smartwatch,82,48607,Stationery,817
386,Kettle,337,940,Food,1128
387,Water Filter,329,11978,Fashion,1503
388,Gaming Mouse,158,34376,Health,1173
389,Smartwatch,254,7140,Stationery,159
390,Kettle,96,44677,Electronics,1497
391,Earbuds,415,14450,Stationery,377
392,Speaker,173,48216,Home Appliances,1003
393,Smartwatch,267,40333,Fashion,184
394,Speaker,375,1701,Electronics,1385
395,Charger,57,16124,Cosmetics,1797
396,Blender,164,2892,Toys,1986
397,Bike,218,13374,Cosmetics,1955
398,Coffee Maker,214,12591,Fashion,1340
399,Water Filter,374,5629,Electronics,265
400,Shirt,323,42392,Toys,405
401,Air Purifier,220,4765,Health,309
402,Oven,419,46387,Books,519
403,Earbuds,315,30853,Home Appliances,1043
404,Gaming Mouse,461,46750,Health,312
405,Earbuds,267,41809,Health,776
406,Kettle,447,30922,Toys,1560
407,Mask,129,12591,Stationery,1321
408,Smartwatch,158,23221,Vehicle,904
409,Watch,398,18703,Toys,1021
410,Smartwatch,323,10692,Home Appliances,423
411,Headphones,159,46156,Health,414
412,Mask,409,2850,Health,694
413,Oven,418,22447,Toys,688
414,Sneakers,125,33128,Stationery,627
415,Speaker,472,32754,Food,1911
416,Charger,100,30669,Food,1594
417,Lamp,159,20854,Food,764
418,Gaming Mouse,179,914,Home Appliances,1003
419,Air Purifier,295,624,Home Appliances,1813
420,Earbuds,193,32657,Health,825
421,Earbuds,291,38913,Cosmetics,103
422,Oven,423,518,Cosmetics,1907
423,Lamp,98,9464,Fashion,1575
424,Watch,68,11398,Vehicle,208
425,Smartwatch,423,8471,Food,653
426,Monitor,68,49459,Vehicle,532
427,Smartwatch,437,590,Books,1655
428,Kettle,461,5384,Home Appliances,623
429,Oven,391,24295,Vehicle,1608
430,Smartwatch,467,24646,Stationery,1178
431,Coffee Maker,173,4519,Stationery,796
432,Watch,493,13747,Health,1370
433,Vacuum Cleaner,365,34376,Fashion,1710
434,Sneakers,208,30863,Fashion,1509
435,Monitor,414,6400,Fashion,1907
436,Watch,231,47163,Food,361
437,Smartwatch,134,25357,Food,1841
438,Speaker,200,10876,Sports Equipment,1384
439,Air Purifier,467,20594,Home Appliances,977
440,Charger,343,31273,Stationery,950
441,Blender,96,4650,Health,630
442,Gaming Mouse,444,3266,Books,1089
443,Shirt,306,9447,Fashion,157
444,Vacuum Cleaner,173,48600,Health,871
445,Gaming Mouse,455,47894,Toys,1062
446,Earbuds,475,20594,Fashion,1343
447,Kettle,233,34376,Health,741
448,TV,387,33359,Electronics,339
449,Blender,166,12065,Food,785
450,Monitor,218,33141,Food,1348
451,Gaming Mouse,254,34611,Toys,332
452,Shirt,84,17037,Books,1369
453,Sneakers,454,43087,Electronics,182
454,Shirt,340,36104,Fashion,1113
455,Mask,414,21602,Electronics,549
456,Water Filter,309,9172,Home Appliances,130
457,Charger,165,19950,Vehicle,612
458,Blender,158,4150,Cosmetics,814
459,Headphones,63,48850,Books,1248
460,Gaming Mouse,70,32754,Fashion,301
461,Oven,381,27633,Toys,634
462,Air Purifier,259,19639,Home Appliances,985
463,Blender,311,30132,Books,1305
464,Vacuum Cleaner,475,34376,Food,1323
465,Sneakers,94,28700,Health,83
466,Sneakers,396,21951,Sports Equipment,1790
467,Sneakers,77,16124,Health,744
468,Mask,87,48030,Stationery,1764
469,Watch,310,20318,Cosmetics,333
470,Mask,352,17571,Electronics,1992
471,Oven,329,37543,Health,1083
472,Shirt,156,14609,Toys,1953
473,Charger,459,10763,Health,1446
474,Smartwatch,327,13418,Sports Equipment,764
475,Water Filter,441,37298,Stationery,88
476,Charger,391,32657,Health,1515
477,Water Filter,283,42595,Health,1709
478,Smartwatch,353,2577,Cosmetics,1324
479,Kettle,198,39499,Vehicle,1378
480,Shirt,290,30323,Cosmetics,516
481,Watch,280,6190,Cosmetics,1793
482,Water Filter,397,8553,Home Appliances,1306
483,Oven,134,22238,Food,683
484,Smartwatch,254,27373,Fashion,1162
485,Smartwatch,57,624,Food,1441
486,Headphones,246,12175,Food,1075
487,Coffee Maker,420,36328,Health,1424
488,Lamp,489,39499,Vehicle,541
489,Watch,133,44006,Books,1485
490,Speaker,203,5629,Health,1981
491,Smartwatch,282,18068,Vehicle,1441
492,Blender,280,18443,Health,1122
493,Shirt,375,28882,Electronics,1730
494,Blender,352,18855,Sports Equipment,1318
495,Vacuum Cleaner,90,4029,Home Appliances,1018
496,Sneakers,268,9447,Health,827
497,Blender,423,8607,Vehicle,768
498,Kettle,448,3864,Electronics,484
499,Speaker,454,7788,Fashion,1301
500,Headphones,144,9172,Electronics,630
501,Headphones,339,46734,Stationery,1596
502,Mask,461,46387,Fashion,819
503,Mask,125,5799,Electronics,1900
504,Monitor,256,44136,Fashion,709
505,Kettle,476,2788,Electronics,391
506,Headphones,70,17510,Vehicle,477
507,Lamp,94,48000,Cosmetics,633
508,Headphones,254,3998,Electronics,1997
509,TV,256,12818,Health,1908
510,Earbuds,92,14949,Vehicle,1315
511,Blender,426,33141,Health,715
512,Coffee Maker,170,36665,Health,1315
513,Mask,385,33143,Books,1359
514,Vacuum Cleaner,463,41922,Health,1531
515,Lamp,418,28842,Fashion,1082
516,Shirt,316,45837,Food,968
517,Smartwatch,167,42656,Books,1637
518,Air Purifier,387,33143,Stationery,1094
519,Speaker,117,40784,Food,814
520,Smartwatch,168,5671,Sports Equipment,286
521,Monitor,198,44423,Fashion,649
522,Air Purifier,423,1528,Vehicle,748
523,Blender,155,33141,Toys,47
524,Watch,91,43080,Home Appliances,398
525,Watch,126,9490,Books,1677
526,Smartwatch,63,24240,Books,650
527,Charger,310,6520,Vehicle,404
528,TV,236,27786,Home Appliances,837
529,Air Purifier,359,24534,Vehicle,1390
530,Coffee Maker,81,2199,Home Appliances,1122
531,Headphones,462,11890,Books,1164
532,Gaming Mouse,375,315,Sports Equipment,1616
533,Sneakers,286,49877,Cosmetics,1498
534,Blender,70,3779,Home Appliances,996
535,Watch,312,12175,Vehicle,1258
536,Charger,159,26636,Electronics,464
537,Smartwatch,283,38146,Sports Equipment,1988
538,Kettle,181,28842,Stationery,1693
539,Mask,219,11445,Sports Equipment,655
540,Lamp,158,12812,Fashion,1048
541,Mask,96,47163,Fashion,1564
542,Headphones,59,4008,Food,1793
543,Lamp,439,38988,Fashion,1645
544,TV,412,41160,Health,150
545,Headphones,112,34472,Sports Equipment,992
546,Charger,105,7527,Sports Equipment,636
547,Vacuum Cleaner,364,38268,Vehicle,1840
548,Watch,99,34649,Food,1860
549,Gaming Mouse,420,3042,Stationery,1354
550,Charger,159,40528,Electronics,1600
551,Kettle,344,2892,Stationery,935
552,Gaming Mouse,116,13848,Stationery,257
553,Sneakers,330,44009,Cosmetics,995
554,Oven,346,30922,Fashion,1922
555,Kettle,471,6374,Vehicle,1324
556,Air Purifier,52,20021,Books,940
557,Oven,372,41315,Sports Equipment,1472
558,Blender,316,14154,Sports Equipment,519
559,Vacuum Cleaner,309,44068,Food,1757
560,Water Filter,375,21039,Sports Equipment,568
561,TV,426,49877,Health,989
562,Monitor,365,28886,Vehicle,1028
563,Headphones,106,21039,Home Appliances,629
564,Speaker,322,3352,Health,1911
565,Gaming Mouse,451,11665,Sports Equipment,345
566,Smartwatch,146,33108,Books,363
567,Shirt,343,49110,Toys,559
568,Monitor,339,4372,Cosmetics,1528
569,Charger,399,35701,Books,428
570,Headphones,306,24240,Vehicle,554
571,Vacuum Cleaner,447,11890,Cosmetics,1332
572,Smartwatch,214,21315,Vehicle,595
573,Bike,412,34376,Toys,1804
574,Smartwatch,270,853,Stationery,32
575,Lamp,85,39499,Books,1097
576,Earbuds,168,32173,Cosmetics,1676
577,Sneakers,198,31273,Books,1748
578,Coffee Maker,352,14450,Food,883
579,Monitor,167,33128,Books,35
580,Kettle,339,39611,Fashion,1507
581,Water Filter,192,19639,Fashion,1503
582,Gaming Mouse,461,48850,Stationery,657
583,Water Filter,156,31806,Books,1769
584,Charger,253,32173,Stationery,1382
585,Sneakers,358,46734,Home Appliances,509
586,Oven,78,37543,Electronics,820
587,TV,267,30739,Health,203
588,Coffee Maker,89,44006,Health,1734
589,Air Purifier,145,20967,Stationery,1897
590,Lamp,238,20318,Vehicle,1137
591,Kettle,68,7623,Sports Equipment,1130
592,Coffee Maker,448,4616,Health,1428
593,Water Filter,89,20226,Cosmetics,1878
594,Monitor,279,13418,Cosmetics,574
595,Headphones,210,22666,Food,894
596,Air Purifier,145,1528,Stationery,389
597,Water Filter,343,5629,Health,242
598,Air Purifier,158,13320,Home Appliances,1902
599,Gaming Mouse,89,45837,Food,1802
600,Coffee Maker,436,7592,Sports Equipment,1883
601,Earbuds,448,8158,Fashion,210
602,Charger,291,46589,Stationery,1832
603,Gaming Mouse,363,116,Health,578
604,Coffee Maker,273,29071,Toys,232
605,Speaker,58,23045,Fashion,1211
606,Charger,107,37747,Books,1836
607,Air Purifier,226,46387,Stationery,1157
608,Shirt,71,32691,Electronics,1701
609,Kettle,90,3877,Fashion,892
610,Smartwatch,242,36842,Stationery,142
611,Speaker,397,42412,Fashion,1927
612,Gaming Mouse,140,17037,Books,1205
613,Blender,63,38006,Health,1024
614,Smartwatch,482,14450,Electronics,1859
615,Shirt,391,22238,Food,71
616,Coffee Maker,299,4008,Home Appliances,1040
617,Mask,220,28627,Vehicle,675
618,Speaker,129,32754,Electronics,1700
619,Oven,134,47894,Health,1703
620,Mask,134,800,Health,1538
621,Smartwatch,283,2374,Toys,1217
622,Air Purifier,145,28010,Toys,884
623,Earbuds,68,11890,Toys,108
624,Coffee Maker,96,18068,Fashion,364
625,Mask,258,12175,Books,1152
626,Mask,414,5317,Toys,1835
627,Gaming Mouse,363,45334,Food,43
628,Coffee Maker,113,40333,Stationery,1944
629,Oven,447,1097,Food,1850
630,TV,418,41429,Cosmetics,378
631,Watch,290,30853,Books,1451
632,Mask,385,36665,Stationery,814
633,Lamp,62,49391,Vehicle,1917
634,Smartwatch,130,46734,Sports Equipment,208
635,Coffee Maker,142,34703,Sports Equipment,1801
636,Shirt,438,38913,Home Appliances,1260
637,Earbuds,57,31362,Food,964
638,Water Filter,210,21982,Stationery,578
639,Gaming Mouse,305,9326,Sports Equipment,1590
640,Earbuds,66,25287,Fashion,1910
641,Vacuum Cleaner,314,869,Books,832
642,Monitor,350,36657,Electronics,1765
643,Gaming Mouse,247,6001,Food,1573
644,Headphones,423,49391,Electronics,397
645,Mask,197,32754,Health,1184
646,Watch,139,10216,Health,648
647,Smartwatch,482,41641,Health,439
648,Blender,153,4029,Sports Equipment,187
649,Earbuds,415,32754,Health,1025
650,Speaker,463,4008,Health,773
651,Blender,382,14154,Cosmetics,1296
652,Smartwatch,153,18647,Vehicle,442
653,Watch,117,22238,Sports Equipment,726
654,Smartwatch,134,3614,Stationery,972
655,Earbuds,289,10058,Toys,233
656,Earbuds,232,3877,Stationery,782
657,Speaker,363,27194,Fashion,1736
658,Smartwatch,431,30212,Fashion,1075
659,Headphones,342,36920,Stationery,772
660,Sneakers,176,31135,Home Appliances,1861
661,Blender,306,4050,Books,1268
662,Water Filter,479,34649,Stationery,1393
663,Oven,134,46751,Food,440
664,Watch,243,30739,Vehicle,1701
665,Smartwatch,282,36384,Books,558
666,Sneakers,85,42078,Vehicle,1148
667,Coffee Maker,381,41552,Electronics,1850
668,Air Purifier,153,14163,Home Appliances,1392
669,Bike,159,19101,Electronics,75
670,Charger,154,40528,Cosmetics,368
671,Charger,413,31362,Fashion,625
672,Earbuds,489,27672,Stationery,1249
673,Earbuds,226,11890,Toys,140
674,Gaming Mouse,438,17211,Toys,1463
675,Vacuum Cleaner,96,37543,Home Appliances,1831
676,Air Purifier,420,1528,Cosmetics,1045
677,Lamp,439,2850,Fashion,1163
678,Vacuum Cleaner,130,44068,Toys,20
679,Shirt,399,3864,Vehicle,364
680,Shirt,129,10704,Health,697
681,Earbuds,387,13320,Books,1864
682,Water Filter,159,37224,Health,123
683,Oven,335,17037,Vehicle,45
684,Headphones,316,4150,Books,250
685,Blender,439,26079,Fashion,1915
686,Kettle,306,4636,Health,1530
687,Water Filter,489,6400,Books,1055
688,Shirt,420,4816,Fashion,1165
689,Air Purifier,86,13055,Health,1076
690,Gaming Mouse,113,34376,Fashion,719
