InvoiceID,GoodsID,Quantity
152801,6887,9
102270,9918,70
27423,21294,3
377731,12410,59
32978,28186,48
149591,35593,75
346756,48009,17
185228,14451,13
390666,14382,11
111797,27610,14
276320,6159,18
452333,44178,35
26297,12810,64
164033,14036,40
14656,41765,35
351425,32491,50
297125,47047,52
454736,23605,30
389927,29255,57
36924,34776,27
239853,20857,45
240937,25159,12
486195,21761,75
362968,10619,57
224910,6411,23
152885,22449,67
306086,28114,25
15178,5626,97
25964,23751,36
281111,44639,24
435551,5887,58
197467,7165,3
232062,30619,24
203605,14572,88
262700,42363,87
378247,15704,73
123824,49628,15
16372,6238,55
312569,39234,47
235016,21802,85
146178,41015,42
361539,43197,29
49380,9964,23
434285,16530,51
382271,26034,9
415047,16880,26
365023,27107,86
191439,39993,79
106085,1889,35
136057,48868,55
97430,3443,47
14697,5162,56
413260,40809,64
134632,44800,25
126736,20040,41
262142,46298,75
490629,16918,61
208889,34814,31
4886,7867,81
166881,46308,18
161209,18999,47
389771,13803,91
140358,2951,92
491203,32918,12
262441,19061,25
68325,11757,59
41689,46478,63
498821,29412,69
342025,21759,23
356526,4215,85
4051,4509,43
194393,7263,29
316694,47543,41
268241,35445,94
173854,41319,7
467695,27011,45
148710,31449,70
36859,32796,58
215185,10635,17
191149,24505,86
5718,15693,92
403946,37880,17
81614,38742,70
468425,21827,40
303801,5672,85
487095,36049,88
248087,24794,99
295581,14600,66
482760,12004,86
341762,39474,96
168930,43513,80
246004,32931,53
237102,42698,47
413397,20384,70
235000,1889,4
485416,46819,37
318685,33884,63
130642,9557,74
307289,15699,22
337406,24992,60
473244,34370,49
411432,46463,29
40273,21161,59
275704,33314,29
296145,32343,43
392135,22537,74
28420,27562,92
356744,47977,82
315331,17177,3
23888,32867,2
60160,34875,13
441468,4385,100
110285,9502,28
142035,35006,67
391030,40238,23
493193,38389,5
443900,21925,23
288729,26906,66
75089,13359,75
281932,39380,46
2238,26726,23
428478,29550,97
144892,17878,93
459169,29290,55
131114,17298,51
356139,45909,21
428330,32102,70
453325,34035,2
368064,14266,83
285697,884,25
314035,9536,92
152214,7974,50
246392,5553,27
476911,14199,51
401097,20266,95
411186,35396,36
285191,46888,27
412425,39516,38
16302,43034,7
88921,5835,92
198876,26159,48
417128,16240,82
287962,42851,87
490879,33312,31
496408,5752,29
228977,49267,56
410170,27325,36
490233,12455,24
338086,13790,46
449430,45197,35
172750,41105,3
316518,32504,12
158031,1909,98
68546,47891,37
391406,38035,14
402877,10472,39
380895,36614,82
457706,21008,24
341124,25285,42
278948,41027,39
284752,19142,89
142915,6577,94
26098,21760,42
410552,1576,10
86424,34037,10
125537,20116,59
23810,42269,66
8967,31218,69
286012,40567,66
214038,44035,57
77478,16032,93
164569,27944,22
16493,39198,92
233405,42761,11
187725,33495,63
131719,38921,54
227856,2068,47
6632,18682,92
213156,21223,79
438885,18992,33
423856,9589,37
344979,15683,82
27731,19044,75
250107,35175,14
297584,29506,41
117671,29466,11
349631,1757,10
104097,5396,90
64619,46616,40
264336,15700,44
179224,48800,85
113798,42601,17
351800,25661,97
381182,5042,30
106592,46324,83
235233,17317,49
418944,24044,20
209173,13290,10
80645,29138,33
306539,35696,62
161249,47678,18
155725,10841,80
165323,35030,74
427649,41336,96
32723,15759,77
422610,25313,57
391007,1808,92
194130,21920,95
237412,41800,16
467015,31647,10
266129,42827,22
268122,29631,49
142760,11359,53
55540,40412,70
378634,39008,71
418675,7908,80
270535,47641,74
61499,37205,40
111454,191,27
244708,11637,29
449859,39775,44
323428,13287,96
25740,43812,79
415717,5357,49
451650,24801,97
19794,46683,40
267215,40421,20
132689,37381,55
391133,44046,99
231794,47076,16
466352,47550,79
164982,44733,56
3611,49164,5
175965,27113,99
15108,24413,33
424805,12704,98
304590,35659,64
260401,33440,28
339881,33456,4
455320,15255,58
320203,38598,96
68697,41544,12
488846,25318,42
54122,4503,90
430681,36775,76
72737,32895,90
178263,1060,58
194694,20753,90
481259,49847,90
115101,8932,71
98361,20727,34
281011,29001,92
461441,28784,39
256653,26836,91
477837,10825,56
87905,43841,59
333509,11408,55
425348,4546,35
34682,25487,75
287015,36460,13
220282,929,85
433028,27823,52
28080,41609,39
347751,33683,80
458004,48341,50
287594,18834,57
394489,42787,91
218473,4312,4
148875,3562,75
260008,10579,57
400191,15754,9
349584,41467,71
235004,5504,1
193582,45038,60
258497,16433,3
95576,5451,39
19724,24324,91
467449,2286,85
356727,45284,48
491613,312,13
291089,48645,36
386700,14729,81
170188,48441,87
5047,29070,29
423571,36702,84
241263,27100,21
1313,48109,20
458653,13730,75
275977,12327,61
215588,32052,16
295601,9881,50
444550,37359,24
315306,7665,55
39989,5886,69
124863,24525,21
401561,44532,46
236559,33585,55
107094,26902,55
174661,18343,74
302545,35305,61
337027,39356,33
311056,32817,10
433057,30997,52
41337,47094,79
186989,45526,75
361220,47127,29
33624,33747,99
493339,35791,89
488282,5729,67
366480,13851,88
20925,10406,85
25218,25077,90
134613,36980,40
155435,16257,86
479324,38472,32
86045,1969,27
298368,6070,1
141315,24288,10
138986,45184,44
251521,41672,84
474289,1231,47
106740,13569,56
415743,15022,22
273253,5071,94
171633,17734,40
290461,37348,16
402097,6166,71
98654,49188,45
307190,20412,7
123316,32775,5
185696,31535,52
122046,8361,20
287356,3352,79
98968,42959,31
475210,3335,52
476477,45678,45
18457,24278,42
442452,19694,51
201425,20930,87
337529,35123,37
267959,13869,42
128770,46451,4
216517,11793,95
129438,6570,93
370774,22349,59
128394,30391,16
214229,41521,96
342496,4505,8
247830,49072,39
441350,29595,95
219485,32818,18
35131,16483,71
351941,13002,4
239952,32022,24
473347,21019,17
86798,24727,51
133126,42565,42
152083,2418,24
80785,767,23
176908,36637,75
428762,32910,34
124666,5145,57
29526,10722,67
81817,51,84
149503,31432,44
466531,26764,64
285312,18502,81
306600,31967,74
135839,15083,13
125770,35357,41
44868,4576,82
455753,32782,15
211843,36058,69
475038,8304,60
34987,31963,100
372030,4023,61
182932,10200,89
91754,37212,18
338536,34106,55
69948,21920,10
293325,13865,54
487774,47377,59
251018,12034,72
91491,19656,87
277506,2837,10
452858,10417,28
356679,9838,50
447110,41992,15
328407,548,99
160164,31456,59
464070,45026,57
180499,42802,81
156103,3637,73
321465,27219,79
434902,37612,92
42563,43719,6
472929,5827,52
245877,4138,90
218912,37084,70
382407,43299,66
79757,15385,56
109835,11023,27
302193,47447,30
270230,13287,12
210309,25228,40
390315,1661,11
163192,47585,41
145969,45494,27
101455,20592,81
295517,48003,84
387063,48904,86
77303,6616,64
272342,38011,65
52385,39030,27
66398,22418,42
358534,12210,90
419865,28330,78
105071,43972,20
218693,32644,85
213508,15436,93
194931,15515,88
74327,46053,71
410362,41693,12
387136,17345,73
264268,20770,41
89963,18404,75
212879,36156,43
3325,38051,76
354973,40082,6
451391,16075,47
284992,30498,46
299945,10406,46
322637,737,31
499261,30752,53
247734,8989,16
26897,13523,72
30349,45444,93
10331,12323,98
101968,12880,92
228980,640,76
328601,13605,70
37295,46555,70
384466,49307,99
151468,5342,1
397832,11316,35
20739,7307,71
76644,8036,31
225259,11169,63
149786,10014,99
463606,16686,47
428860,6201,88
450687,49078,14
357752,26723,87
249187,20498,55
122254,6888,10
100046,15263,7
438514,30068,51
380137,11489,98
176872,16012,62
255859,4431,39
164536,21622,63
68714,30342,58
239705,45335,78
294837,12836,49
52255,37124,81
110873,42933,52
215665,36031,32
244321,26384,52
72011,44279,95
344244,3793,29
469008,47594,18
30283,19029,44
68439,4121,27
277179,20825,15
359646,4214,73
161716,10784,49
297911,10038,11
325355,43553,14
135046,15733,87
433232,31719,20
200530,25444,4
173322,18057,74
315429,34412,52
72163,31741,7
431184,47174,35
310695,44203,86
69681,40301,93
33593,26557,94
482796,14519,5
38004,35093,27
33619,35135,34
344771,37101,54
337401,33281,12
242337,20464,93
288370,23090,91
410192,30281,38
94585,37160,1
438934,39932,29
467316,44304,46
75437,31324,91
153221,14187,88
51753,38617,69
487929,6204,44
47652,7300,9
408393,20609,64
223353,49731,97
423706,31683,43
176079,2495,52
393507,43099,43
457720,16417,73
23408,21112,84
378261,29452,94
433205,21785,20
54009,3694,79
456330,2995,1
174803,15617,76
309731,13692,61
200283,21585,49
392014,30651,21
221160,17969,81
71123,10929,6
252138,36501,60
212472,39423,25
310259,47586,83
476601,37231,72
48207,44516,5
354109,39000,31
225328,24998,84
55818,9874,23
142677,1302,41
79157,39486,15
335228,20887,35
179383,26947,90
6673,24190,69
55512,30466,80
404903,32850,74
233959,22607,2
367059,14057,71
4305,39839,32
499256,37422,12
172793,48258,5
312901,21847,50
297635,6503,39
135872,31921,43
499730,33245,99
496316,700,63
487086,21074,14
157163,2152,65
107432,5860,4
308612,16684,17
402296,44812,98
394009,18406,50
309995,49693,63
227042,6802,12
395551,31383,31
242252,12,46
475576,15921,61
59855,31005,89
260123,6175,42
82012,37679,8
215511,46816,22
244309,39167,10
12021,19644,45
283560,35245,42
380798,17252,61
176465,37282,64
318848,36613,76
428651,26361,64
99380,28853,26
260901,1160,37
169905,22492,14
152393,13926,52
11054,29932,85
134498,30859,60
266187,38248,62
27852,4959,81
128552,45198,67
90484,1274,9
285698,14554,19
102015,15196,84
432965,39732,70
484280,34195,47
149658,3831,97
157171,10175,72
123593,15208,91
32439,7969,78
258141,17167,38
120115,805,50
81500,1465,85
111648,41211,75
217389,3309,47
415543,22045,23
273831,24594,49
222935,42125,26
47375,13968,78
118064,32162,61
437937,1459,54
474183,49080,37
74170,39125,45
20613,43163,6
303335,30415,99
140611,34774,87
296168,35706,100
304754,13324,5
152152,43446,7
292818,27532,60
357434,46792,52
305314,28003,77
185240,49625,26
32374,34797,25
473447,27092,87
490602,23992,39
203069,44168,89
309298,6180,23
488354,17916,19
435781,11882,60
178560,27857,16
248108,32483,100
230781,42827,1
412467,27331,21
374195,38902,12
326823,26289,44
441769,9297,25
85017,43229,78
483011,26824,8
150569,15458,58
64915,27022,74
44319,45290,85
186477,22631,86
344638,46269,74
216052,41405,36
238729,26593,90
272324,5224,99
376504,24016,24
491016,453,32
60159,36475,86
23612,24336,62
409109,18777,99
368431,37885,100
210372,45341,8
337868,11566,70
405732,46319,20
57534,4836,62
372926,49173,71
379109,17093,21
443487,5907,20
5947,9649,38
14543,22356,30
73249,1976,13
356653,24466,49
361116,9948,50
202816,17009,82
272286,11237,31
211611,36269,78
460080,27625,96
105967,48052,41
325849,42393,87
468337,1474,36
120440,31083,65
439870,38829,98
439527,28473,8
285816,40693,29
305665,5173,14
155316,12966,75
172322,93,98
29801,29228,40
13853,7822,5
176787,8935,97
491161,24441,35
207815,6203,49
237964,19422,50
164545,3532,79
467499,9841,19
35451,17773,87
100382,11358,28
480969,35693,10
139122,29594,36
5027,19032,12
355875,32388,6
66451,14648,82
88379,32359,71
156720,30155,37
30609,24254,44
420660,40131,45
163952,23283,89
307722,49296,16
437721,43175,92
490153,33161,53
175804,22688,8
321825,41131,82
142254,10270,21
366491,15123,27
219311,14977,89
173735,16798,59
72579,17332,20
40654,20895,47
14999,42150,98
462492,17766,41
329656,13597,72
328846,4401,38
426962,41253,48
87822,35030,71
309136,34621,27
490833,34438,79
471709,21062,13
15224,40019,66
397419,19400,25
199742,2695,18
491449,31690,19
438064,11484,42
445980,26554,100
335248,38812,36
380469,39366,53
206597,7416,65
218201,31174,6
150771,20794,28
459415,30101,36
367007,22665,88
265267,14637,93
203393,45174,18
475213,33522,60
456438,11311,44
330859,12249,8
102390,3872,4
276934,10522,50
137112,38996,16
488203,29185,57
363336,48280,33
304658,13842,19
28559,23389,14
466689,43964,63
22704,41509,97
379395,29072,44
482358,23245,76
234378,39694,48
457536,43357,61
49473,24505,26
138482,31013,78
86664,39005,14
113875,23746,9
85802,24364,49
237251,25407,57
24156,4433,1
30305,2816,41
17669,44978,16
428295,45893,10
431036,46631,100
312564,34927,62
292213,12329,40
357065,10893,5
39752,47472,17
73500,27302,95
809,37006,92
19117,21598,76
240253,3749,73
255478,39454,44
33342,38733,31
177779,19019,87
319777,42694,96
280939,7454,9
411229,26935,85
72592,36362,93
295972,9221,6
452889,35214,9
466105,31084,79
289083,36897,100
436012,37836,3
4518,31205,79
228976,13969,10
146226,33884,97
300101,14094,92
225801,5139,25
251485,28405,98
227543,1353,12
477414,598,11
122804,18054,17
326968,46424,18
425772,41042,34
182439,17741,2
138052,3856,65
279470,33833,33
52209,31179,97
431628,30667,1
467164,600,25
132937,10496,13
123511,48215,4
494205,14271,71
344311,37495,69
229024,12833,8
96244,8909,22
32728,31379,39
462787,25242,9
250888,26424,21
296748,31298,40
60688,6620,54
301029,43907,97
482986,42561,51
71989,32168,98
356443,47594,83
62459,41761,42
10469,12571,78
368967,28606,13
314455,19147,89
188731,35251,75
65537,34925,30
57990,15024,23
492780,13869,11
57580,41030,100
45683,15578,17
232751,21174,51
341303,2186,56
369601,24255,29
186203,9607,40
159173,13735,100
167997,46553,83
102005,31902,55
452399,2199,9
437659,18967,24
425689,11369,3
423947,15601,7
208949,13207,72
40546,16603,9
375007,36292,13
216311,41031,22
55005,19893,81
96196,10528,99
78861,45025,74
48119,47706,16
332210,43982,69
387123,25190,79
353071,27239,60
436226,44320,54
328027,9137,75
471360,33653,64
444261,35191,82
402904,39782,34
367228,7582,37
50513,42496,8
135249,43761,100
259361,27141,91
260136,15778,33
148821,25658,2
239532,9505,49
56608,68,66
240228,18700,51
257460,21837,6
160,34990,41
444585,35196,58
325442,49405,61
136631,37758,46
383829,13358,98
415991,871,24
118491,4017,49
483044,48842,49
393220,47348,21
437321,40832,14
286149,3745,4
116691,19144,27
56010,16837,45
185566,29995,41
338097,4493,79
423995,37791,30
330415,25260,9
404257,49607,53
430023,47942,3
489165,14914,59
443317,15107,1
360427,5886,63
451555,26167,65
363665,40805,6
18107,29271,66
268287,27824,4
187379,26811,96
395163,13564,74
176087,12651,25
458373,24174,27
296435,9865,78
145690,23184,22
435562,1375,31
238025,23986,65
190709,1436,83
244681,19685,53
202639,3851,65
341102,44311,48
393168,28028,47
400282,49071,57
220398,5488,89
226863,29756,42
462543,13039,43
6319,3,40
382665,20661,5
102686,6538,52
234956,17419,82
212309,38004,99
428709,29090,22
105394,24143,36
391780,19496,71
275521,6550,47
342223,46628,31
151511,19178,77
488574,2776,7
9588,46322,87
286522,37088,24
61168,22942,49
233087,37067,57
473797,30964,79
116793,28930,37
115450,24860,21
190859,21924,22
353510,14487,71
350014,2875,39
330105,16507,16
165198,15499,35
360043,38932,70
160787,2587,20
105689,11212,8
82863,18432,61
452599,19322,63
124030,18403,37
460449,17416,67
50803,17283,42
335473,49425,18
36234,41654,76
428476,44150,43
328842,5269,82
198609,46658,5
303812,16248,45
274893,20005,71
458395,47817,75
66542,21654,68
182391,22878,30
16076,25742,89
20843,33145,8
372939,35230,33
138700,31504,8
68739,21914,44
408976,49665,43
110087,18685,89
225796,26037,2
469463,49154,13
2505,29491,100
238947,41003,51
56664,13495,64
91135,27881,43
341559,16202,73
351699,29400,7
322768,29168,17
73373,24393,97
472832,21308,37
152460,47512,73
372238,17537,5
74966,41426,11
409095,42420,84
311298,44520,50
29962,46107,14
33726,6397,17
125545,17876,91
496086,15335,54
369074,39759,46
202006,36643,89
200677,33266,8
486429,44733,4
102473,16680,84
365544,48631,78
414801,5024,26
478285,13327,25
443087,7707,96
8685,16807,61
107103,6285,43
124061,49234,98
406488,23933,1
321509,22589,62
483277,35700,30
439339,29652,33
265709,41637,14
364088,9100,69
242819,11763,94
113191,49414,83
429730,38959,32
180716,19094,90
370618,17061,33
315018,23630,80
462879,44658,68
365216,29273,86
488818,41678,81
79799,22517,47
481042,1463,24
151349,33978,3
216876,33584,88
57471,9380,68
368165,21333,82
228123,35166,97
81245,18841,60
187760,20065,79
455783,30391,66
385257,33071,61
418015,49996,75
381952,19929,48
304168,42873,7
427087,23819,8
415727,34819,71
420258,17640,29
40656,35856,45
73765,39257,88
459375,1184,22
160321,47063,88
273125,17529,34
471264,18018,89
368536,36004,80
147949,47912,8
460179,17077,30
432865,30324,79
270871,5827,88
426126,30422,37
226324,37784,64
444155,9850,59
64831,47857,38
447782,27894,9
466150,30960,69
163853,21740,69
392191,10761,73
222757,22284,71
175088,17438,75
355638,7032,21
419245,26157,27
69216,11457,25
72777,9816,91
350292,14430,81
36599,3918,51
212225,24147,88
134191,40958,83
20989,22829,13
225945,20113,74
285858,20116,97
455762,29147,5
406824,21252,97
102806,47160,98
199015,30012,24
408244,4335,66
56545,9225,88
157328,36931,1
30088,40934,15
164380,801,37
313129,17977,37
381789,2091,93
364891,36739,3
138494,13526,52
428221,40803,50
66953,13443,50
260394,206,55
172074,12483,68
191293,44046,61
478126,41706,18
439025,18002,77
135391,11780,92
424695,16904,97
39390,45420,94
430385,26521,60
490408,23686,58
332429,48764,97
32262,1068,19
18038,33102,27
248837,30635,93
141421,1454,29
145492,18749,64
395709,38270,20
24035,27201,22
242872,4573,3
99895,14173,2
326640,4827,23
467679,48150,68
240420,36761,9
23670,2064,82
153959,23449,63
249339,36945,49
282325,10717,82
47819,27544,54
306545,8883,73
455894,34429,20
470863,28601,42
393152,28123,69
296354,5019,4
150465,27169,62
380169,39816,99
256559,16110,85
238320,48185,93
235225,3557,73
298962,49607,9
447869,3485,48
74412,7823,31
342240,20601,63
74848,29295,70
317588,48035,82
34363,39660,5
153522,24858,61
172629,23217,2
12855,8810,43
292106,5630,56
194433,3329,41
93490,34913,1
309117,17765,98
355672,40564,44
131646,34878,76
213881,39223,100
371194,17190,44
27332,32141,25
455136,4603,70
172081,7227,80
356837,21412,66
277630,3631,65
72857,11980,76
137053,8552,56
44285,49360,42
376486,4184,14
375564,45258,73
125792,3258,29
456842,22723,40
56379,47462,90
127400,22829,90
439899,15885,13
331091,13766,60
212567,31083,64
113359,14491,26
177012,27961,90
356491,48934,58
146109,8356,90
2281,8304,32
483323,35966,35
351544,28310,92
435279,41567,42
484296,42121,33
164334,45652,10
314799,49528,94
380369,38678,62
268076,45869,85
127264,48368,28
116429,33717,59
449781,27660,84
236585,38733,24
242541,26159,22
272095,45216,37
189414,845,93
54882,14376,35
480062,26220,85
4433,19839,62
441116,31294,9
159712,48424,86
301996,31171,25
148732,7250,82
108970,1857,77
227701,46729,2
86376,13685,68
20210,35197,87
457599,31942,100
104854,35373,22
296608,18745,76
473592,25738,85
366687,13231,21
49566,10454,50
294832,1016,68
137888,1691,33
399202,18900,69
257630,9134,3
442511,43290,44
338339,2672,43
474679,44690,76
482982,10425,73
37235,44114,5
325919,12023,47
490018,31318,13
222141,12197,42
250259,23380,69
395462,2638,53
452855,4196,79
46856,24619,54
174904,27214,45
318780,23747,100
245883,1045,17
477574,8406,35
430906,12122,19
82618,15446,91
227628,756,42
371779,36084,71
290165,18429,14
21268,6727,49
77831,30440,42
216291,13785,23
290291,1053,37
494670,7427,72
294324,17456,45
439896,30387,70
176210,48005,93
156856,49386,74
416828,3114,29
132759,30631,81
465685,7013,36
100494,21864,14
342845,41364,85
287333,43990,30
350873,47703,27
174132,39546,94
476810,15978,36
298860,33164,2
66340,42662,80
450744,30120,89
58837,32480,87
80561,43456,40
245608,31922,31
128185,1309,40
1758,31204,55
164030,30282,12
216429,27330,20
174697,30893,12
320432,607,78
37447,29186,40
109434,24741,11
264723,45922,24
31918,21475,9
173956,19312,35
213844,2539,82
189085,10508,58
251677,38562,27
452632,48732,60
151074,48128,77
106407,14738,61
267013,46629,61
412339,20936,83
324392,38929,36
233649,9954,37
15680,41975,3
372064,44636,99
182893,34724,46
226317,25654,31
494639,48340,83
201456,42687,92
42772,3248,4
388903,382,37
183926,42934,26
335711,46715,63
76011,44220,92
276193,21473,69
484814,47388,42
414673,5065,6
270985,26235,41
244237,20119,99
455725,21560,54
324373,8888,84
155533,37999,74
4862,9353,85
459209,36852,52
201284,9628,86
349538,13574,36
390279,48203,49
65369,7761,23
368267,31282,8
341498,29093,77
239262,12656,8
211971,44329,79
5969,49847,9
259144,45856,42
342898,35618,23
484575,36904,10
489841,566,70
144067,4312,5
52427,42395,3
462969,10460,27
155395,20024,8
68601,6384,37
132729,19919,29
199678,19373,29
151539,28457,89
71263,42464,90
274895,38280,34
373000,42308,58
83434,35131,93
156314,46056,14
377986,30883,20
73193,11485,68
77181,42578,21
412781,48684,96
331588,27244,62
101473,23101,58
442588,47403,77
11046,17347,78
45327,46650,43
266018,45059,94
431704,1701,95
404970,17639,9
494439,8960,22
262270,7718,80
13494,21975,90
256411,6697,93
368809,41247,2
381676,49064,34
447739,31777,82
466323,32337,19
472769,28841,16
318392,35997,19
101809,7478,78
370879,18684,60
445767,18159,31
332785,24655,29
59370,45562,54
157107,5947,25
419732,42154,45
362570,24864,45
411179,27557,74
286901,4138,12
186336,38601,46
494357,4828,34
60731,15619,30
255639,601,79
157774,4982,63
126396,1484,77
23929,11107,45
477495,49836,52
110629,17943,1
18484,35532,75
287201,16674,48
377400,11678,27
98763,32948,17
100976,44358,80
482055,16210,45
210239,17274,14
275241,4468,55
286273,29784,94
290901,34177,63
15918,7186,66
263137,18894,86
260971,566,38
113137,22222,39
33381,43319,29
347297,25213,89
25038,31494,59
16136,46067,6
200506,44339,86
319514,8868,83
319867,47764,56
260938,2446,12
490622,11457,21
175872,15790,56
315738,3438,99
250670,29081,29
334272,19287,75
173997,46114,11
359283,11718,66
85239,17200,34
439674,37772,84
152086,43188,80
136425,46750,48
150353,22015,4
264021,26375,80
345975,21040,27
321510,2108,40
34439,26755,45
372357,28162,60
97160,29630,85
109153,3023,11
189688,18189,16
220308,44806,1
212208,42577,24
175841,12437,71
164694,17602,32
423246,26107,48
296020,25675,89
151719,34503,82
241405,28501,95
449041,9801,16
54477,17346,2
90433,5976,66
309351,43954,66
246396,21931,73
434036,37468,86
30428,8085,4
170416,35720,78
105154,41134,69
242519,44493,19
339561,28757,72
246288,9621,14
49834,43587,91
490254,11273,6
484472,18995,54
178015,36692,59
241858,42016,87
402489,12004,11
285890,28642,19
89287,32897,2
348721,35876,58
108744,31424,4
436818,31520,25
436824,25400,47
403119,21892,16
394030,35436,42
287806,39856,18
223920,13191,60
160635,30647,58
361279,42230,79
75605,42120,36
10574,21007,93
181263,29816,39
73682,29841,69
161389,12227,65
175306,34031,43
23397,3668,80
291005,6724,48
424438,4402,28
211982,11112,42
177987,19262,70
279079,8876,51
21593,3982,48
272052,22406,97
437980,6397,16
178027,34787,12
411404,25503,88
90749,47509,86
31938,11696,83
349790,46021,92
403392,3551,29
322923,29943,25
362463,14358,92
250200,38586,7
492318,7041,66
404895,32694,13
319191,12798,70
106212,1122,93
243832,46562,95
124664,44842,62
461542,46728,1
480834,32137,26
169222,48279,31
435769,6234,87
439117,40066,42
431288,15618,51
65897,22480,29
398298,25487,70
194994,26774,84
167673,45045,27
377397,21835,11
104305,13327,49
418969,25999,96
175530,20248,37
25395,47474,62
342215,15425,67
38062,15775,39
160928,31558,22
235298,14929,29
401095,33146,65
395818,39705,27
126764,45104,94
85429,19191,21
235550,46391,84
180797,22108,15
22116,38202,76
383380,16754,28
200549,49847,80
268535,41206,48
63945,8815,99
236450,15382,34
257001,22744,67
47464,43119,94
420172,23022,6
273800,38879,37
132344,34947,19
384259,27872,100
274099,10136,47
279601,23799,61
954,25559,92
299834,933,42
11098,35111,63
80911,44022,26
267630,30607,7
197782,46406,75
467541,15554,49
334325,21655,34
287649,40508,97
239715,41073,51
51163,49492,62
379364,4218,88
98455,12379,24
55630,27770,48
144669,34387,71
183699,29009,44
213084,10761,52
313866,12009,93
53700,21498,40
56981,29079,69
430515,20071,53
461846,13057,33
413413,8014,62
472973,7177,30
111243,1358,53
450355,17023,25
56381,5017,62
68472,22714,19
308309,36880,51
125948,1907,19
444678,28995,56
152262,14341,82
417352,43239,57
184142,13337,65
